text,created_at,updated_at,original,paredao
sequencia,15/03/2022 00:53:25,14/03/2022 21:54:05,RT @paiva: essa sequencia  #bbb22 https://t.co/j4c5jNl1N4,
exatamente,15/03/2022 00:53:24,14/03/2022 21:54:05,Exatamente #bbb22 https://t.co/gkAxAajp6u,
lucas avalia trocar quarto grunge lollipop vou meter pe,15/03/2022 00:53:24,14/03/2022 21:54:05,Lucas avalia trocar quarto grunge pelo lollipop: 'Acho que vou meter o pe' https://t.co/mKFdF23dfo  #BBB22,
acredito jamais flopado rapido naiara ficado tempo nesse programa c,15/03/2022 00:53:23,14/03/2022 21:54:05,RT @itzschelsea: acredito que o bbb jamais teria flopado tao rapido se a naiara tivesse ficado mais tempo nesse programa porque ela era o c...,
sequencia,15/03/2022 00:53:23,14/03/2022 21:54:05,RT @paiva: essa sequencia  #bbb22 https://t.co/j4c5jNl1N4,
pa inacreditavel,15/03/2022 00:53:22,14/03/2022 21:54:05,RT @ZAMENZA: O PA e inacreditavel. #BBB22 https://t.co/QLFu5WbxMv,
votem gustavo sair,15/03/2022 00:53:22,14/03/2022 21:54:05,Votem no GUSTAVO para sair do bbb! #FicaVyni #ForaGustavo https://t.co/wbn1RYdyxf,#foragustavo
prometeram gil juliette entregaram chaves marquito,15/03/2022 00:53:22,14/03/2022 21:54:05,"RT @CarlosAndreas11: #BBB22
Prometeram: Gil e Juliette 
Entregaram : Chaves e Marquito https://t.co/AjFvjsIZOe",
scooby recusando jogar jessi recusando jogar,15/03/2022 00:53:22,14/03/2022 21:54:05,"RT @BryannaNasck: Scooby se recusando a jogar: 

Jessi se recusando a jogar: 

#BBB22",
arthur bebado sensacional,15/03/2022 00:53:21,14/03/2022 21:54:05,"RT @NazareAmarga: O Arthur bebado e sensacional KKKKKKKKK #BBB22 
https://t.co/hMOPoAsbo6",
arthur simplesmente jantou jade durante 6 minutos,15/03/2022 00:53:20,14/03/2022 21:54:05,RT @keziabh: Arthur simplesmente jantou a Jade durante 6 minutos  #BBB22 https://t.co/CNkZrSHhxF,
chocada salto pa,15/03/2022 00:53:20,14/03/2022 21:54:05,"RT @NazareAmarga: Ainda chocada com esse salto do PA #bbb22 
https://t.co/TKeBEwbEiM",
lucas fofo pessoas aproveitam brigar super educado ir cima,15/03/2022 00:53:19,14/03/2022 21:54:05,"RT @fogonobbb22: Lucas e tao fofo e as pessoas Aproveitam que ele nao e de brigar e e super educado, para ir em cima dele ... #BBB22",
salto pa,15/03/2022 00:53:17,14/03/2022 21:54:05,RT @tracklist: O salto que o PA deu  #BBB22 https://t.co/C2fKEdOMJm,
somente 20 mil cara ficou papinho precisava levar protetor solar caro comprar meno,15/03/2022 00:53:16,14/03/2022 21:54:05,RT @is2nft: nao e somente sobre os 20 mil... o cara ficou com papinho de que precisava levar protetor solar pq era caro pra ele comprar. meno...,
precisamos arthur bebado vezes,15/03/2022 00:53:16,14/03/2022 21:54:05,RT @falatumandita: Precisamos do Arthur bebado mais vezes!  #bbb22 https://t.co/8vd03rAq0U,
prova bate volta maior vergonha viny pqp,15/03/2022 00:53:16,14/03/2022 21:54:05,A prova de bate e volta foi a maior vergonha do viny pqp  #BBB22,
thread pos bate volta scooby dg cara voltou carro voltou vale alguma coisa s,15/03/2022 00:53:16,14/03/2022 21:54:05,"RT @jessialveshq: Thread pos bate e volta: #bbb22 
Scooby diz a DG ""a cara voltou com um carro nao voltou com um vale alguma coisa ou nao s...",
vou votar melhor,15/03/2022 00:53:16,14/03/2022 21:54:05,vou votar que e melhor #ForaVyni,#foravyni
baixe link use cupom appl314,15/03/2022 00:53:15,14/03/2022 21:54:05,"@mayconreality @LucasBissoli_ @Aguiarthur BAIXE O LINK
          
https://t.co/Qws3Gie13e

USE O CUPOM: APPL314
#americanas
#cupomaniacos
#foryou
#promocao
#bbb22
#americanasnobbb
#oferta
#desconto
#fy
#viral
#fyp
#partitionchallenge
#cupom
#americanasnotiktok
#lojasamericanas
#BlaBlaBla https://t.co/zwMwVuIXgj",
juntas comadres somam 5 paredoes tirando paredao naiara eliminada dg pa paredao scooby,15/03/2022 00:53:15,14/03/2022 21:54:05,"RT @wandasinner: juntas as comadres somam 5 paredoes tirando o paredao que a naiara foi eliminada, dg e PA tem um paredao cada, e o scooby...",
tava discutindo moca fim acabou tudo dando risada dizendo,15/03/2022 00:53:15,14/03/2022 21:54:05,"RT @LeindeckerTarot: Eu tava discutindo com uma moca 

No fim acabou tudo bem 

Com a gente dando risada e dizendo #ForaVyni ",#foravyni
scooby indignado indicacao lucas consigo lembrar disso,15/03/2022 00:53:14,14/03/2022 21:54:05,RT @CentralReaIity: Scooby ta indignado com a indicacao do Lucas e eu so consigo lembrar disso #BBB22 https://t.co/BmJzuy7Zzt,
lina dando alerta lucas,15/03/2022 00:53:14,14/03/2022 21:54:05,RT @ZAMENZA: A Lina aqui dando um alerta pro Lucas. #BBB22 https://t.co/P6StZDu7FJ,
arthur comeca cantar deus proteja maldade boa patetico gnt,15/03/2022 00:53:13,14/03/2022 21:54:05,"RT @prizellybombinh: Ja ja o Arthur comeca a cantar "" Deus me proteja de mim .. e da maldade de gente boa"" ... patetico e ainda tem gnt que...",
lado discussao,15/03/2022 00:53:12,14/03/2022 21:54:05,"RT @mayconreality: Vcs tao do lado que nessa discussao  !?
#BBB22 https://t.co/7YS8w2OQe0",
fiquei sentido tanto odio vinny recebendo forma desproporcional baque fiquei sabendo video pedro ontem infelizmente pude ler alguns comentarios infelizes atingiram paulo triste ver d onde parte tudo,15/03/2022 00:53:12,14/03/2022 21:54:05,Hoje mesmo fiquei aqui sentido por tanto odio q o Vinny do #BBB22 esta recebendo de forma desproporcional. Ai vem esse baque. Fiquei sabendo do video do Pedro ontem e infelizmente pude ler alguns comentarios infelizes q atingiram o Paulo. E triste ver d onde parte tudo isso  https://t.co/v6zHq056wu,
gustavo lucas podem recolher tralhas ir lollipop estando dois par,15/03/2022 00:53:12,14/03/2022 21:54:05,"RT @monni_tuiteira: Por mim Gustavo e Lucas podem recolher suas tralhas e ir pro Lollipop, pq mesmo nao estando la... pra mim OS DOIS sao par...",
mutirao feat iniciado comente emoji 10 votos encerra 22h voto elimi,15/03/2022 00:53:12,14/03/2022 21:54:05,"RT @PedroScooby:  MUTIRAO feat. @iampauloandre INICIADO 

 Comente um emoji a cada 10 votos.

 Encerra 22h. 
 
 O voto e para elimi...",
precisamos arthur bebado vezes,15/03/2022 00:53:12,14/03/2022 21:54:05,RT @falatumandita: Precisamos do Arthur bebado mais vezes!  #bbb22 https://t.co/8vd03rAq0U,
vd narra,15/03/2022 00:53:12,14/03/2022 21:54:05,"RT @PerdidosPorAqui: #bbb22
Como foi // Como VD narra https://t.co/veTgPGy1c5",
precisamos arthur bebado vezes,15/03/2022 00:53:11,14/03/2022 21:54:05,RT @falatumandita: Precisamos do Arthur bebado mais vezes!  #bbb22 https://t.co/8vd03rAq0U,
scooby lina jogo pessoas precisam dinheiro camarote tudo trajetori,15/03/2022 00:53:11,14/03/2022 21:54:05,"RT @vaidesmaiar: Scooby ""Lina, se o jogo fosse so sobre pessoas que precisam de dinheiro, nao teria camarote. E sobre tudo, sobre trajetori...",
linda,15/03/2022 00:53:11,14/03/2022 21:54:05,RT @fogonobbb22: Que linda #BbB22,
scooby participante superestimado todos cara faz nada ali dentro fica mongoloide maconheiro,15/03/2022 00:53:10,14/03/2022 21:54:05,"RT @jjotasz: Scooby e o participante mais superestimado de todos, o cara nao faz nada ali dentro, fica se fazendo de mongoloide maconheiro...",
sequencia,15/03/2022 00:53:10,14/03/2022 21:54:05,RT @paiva: essa sequencia  #bbb22 https://t.co/j4c5jNl1N4,
kkkkkkkkkkkk,15/03/2022 00:53:10,14/03/2022 21:54:05,RT @bifedurodarita: Gente??? Kkkkkkkkkkkk ai #BBB22 https://t.co/J7al8cdv8A,
bora dadinhos ondinhas,15/03/2022 00:53:10,14/03/2022 21:54:05,"RT @Silva_DG: Bora, Dadinhos e Ondinhas!  #FicaScooby #ForaVyni",#foravyni
salto pa,15/03/2022 00:53:10,14/03/2022 21:54:05,RT @tracklist: O salto que o PA deu  #BBB22 https://t.co/C2fKEdOMJm,
torcidas continuam unindo eliminar camarotes querem discutir acham importante enquanto favoritos sendo eliminados parabens,15/03/2022 00:53:09,14/03/2022 21:54:05,"E as torcidas continuam nao se unindo p eliminar esses camarotes. Querem mesmo e so discutir...acham mais importante enquanto os seus favoritos estao sendo eliminados, um a um. Parabens!!! #BBB22",
lindo ver tombo escroto arthur,15/03/2022 00:53:09,14/03/2022 21:54:05,Vai ser lindo ver o tombo desse escroto do Arthur. #bbb22 https://t.co/3bMzHVKBap,
espontaneo engracado,15/03/2022 00:53:08,14/03/2022 21:54:05,RT @esquizopoc: Ele e muito espontaneo e engracado  #BBB22 https://t.co/kBCHHq2jWH,
ultimos dias aproveite 3 mes kindle unlimited r 1 99 livros r 10 frete gra,15/03/2022 00:53:08,14/03/2022 21:54:05,"RT @LivroscomPromo: - Ultimos dias, aproveite!

 3 mes de Kindle Unlimited R$1,99: https://t.co/8XG2ZGGZzs

 Livros ate R$10 + Frete Gra...",
precisamos arthur bebado vezes,15/03/2022 00:53:08,14/03/2022 21:54:05,RT @falatumandita: Precisamos do Arthur bebado mais vezes!  #bbb22 https://t.co/8vd03rAq0U,
sequencia,15/03/2022 00:53:08,14/03/2022 21:54:05,RT @paiva: essa sequencia  #bbb22 https://t.co/j4c5jNl1N4,
vyni chorando eli vida inteira nunca sim outros eliezer,15/03/2022 00:53:07,14/03/2022 21:54:05,"RT @CentralReaIity: Vyni estava chorando e falando pro Eli que a vida inteira dele nunca foi sobre ele, e sim sobre os outros.

Eliezer: ""T...",
vao sair 93 87 95 88 56 vida vitorias saber hora abracar,15/03/2022 00:53:07,14/03/2022 21:54:05,"RT @ZAMENZA: Vao sair com 93%, com 87%, com 95%, com 88% e com 56%. MAS A VIDA NAO E SO SOBRE VITORIAS. TEMOS QUE SABER A HORA DE ABRACAR O...",
vao vao role barao role onde lucas jessi barao alucinacaozinha,15/03/2022 00:53:05,14/03/2022 21:54:05,"RT @ZAMENZA: ""Voces vao fazer o que, gente? Nao vao dar um role, nao?"" (Barao)
""ROLE ONDE, LUCAS?"" (Jessi)

O Barao da Alucinacaozinha. #BB...",
precisamos arthur bebado vezes,15/03/2022 00:53:05,14/03/2022 21:54:05,RT @falatumandita: Precisamos do Arthur bebado mais vezes!  #bbb22 https://t.co/8vd03rAq0U,
entenda escalacao time pipoca edicao vende jogo camarotes boicota alguns enredos d,15/03/2022 00:53:05,14/03/2022 21:54:05,RT @samtuitaa: Entenda a escalacao do time pipoca do #BBB22 e porque a edicao vende tao bem o jogo dos camarotes e boicota alguns enredos d...,
muitos fas arthur sigo cade vamos uniao deem like,15/03/2022 00:53:05,14/03/2022 21:54:05,"RT @infos_aguiar: Nossa, tem muitos fas do Arthur que ainda nao sigo cade voces? vamos fazer a uniao 

deem RT e like    #BBB22 #TeamArt...",
reizinho pronto jantar vez sera prato vez,15/03/2022 00:53:05,14/03/2022 21:54:05,"O reizinho esta pronto para jantar mais uma vez hoje, quem sera o prato da vez?

#RedeBBB #bbb #ForaLucas #ForaGustavo https://t.co/iDMURKpK1X",#foralucas
lucas ultrapassou todos rancos edicao consigo ver cara sujeito tela pqpppp,15/03/2022 00:53:04,14/03/2022 21:54:05,"O Lucas ultrapassou todos os rancos dessa edicao. Nao consigo ver a cara do sujeito na minha tela, pqpppp #BBB22",
conta ontem probleminha perdi todos contatos torcida sigam,15/03/2022 00:53:04,14/03/2022 21:54:05,"RT @RenataM83215648: Minha conta ontem teve um probleminha...perdi todos os "",contatos""..quem for torcida do @Aguiarthur  me sigam e e...",
ontem vyni falou eli dorme conchinha comigo pediu desce mao quiser,15/03/2022 00:53:03,14/03/2022 21:54:05,"RT @forumpandlr: Ontem, Vyni falou pra Eli: ""dorme de conchinha comigo?"" e pediu ""desce mais a mao"".
""Tem que fazer o que eu quiser, to no...",
achando historia ju,15/03/2022 00:53:03,14/03/2022 21:54:05,"To achando que ele quer a historia da Ju... 

#BBB22",
esqueci registrar ontem,15/03/2022 00:53:02,14/03/2022 21:54:05,Esqueci de registrar aqui ontem que e #ForaViny,#foravyni
cinema lider nome filme odio semeia gritos,15/03/2022 00:53:02,14/03/2022 21:54:05,"RT @Chiclettinha: Cinema do lider.
Nome do filme: O odio que vc semeia. KKKKK gritos!!!! #BBB22 https://t.co/A0CzVRvFLK",
salto pa,15/03/2022 00:53:02,14/03/2022 21:54:05,RT @tracklist: O salto que o PA deu  #BBB22 https://t.co/C2fKEdOMJm,
precisamos ignorem enquetes foquem apenas gshow consegue,15/03/2022 00:53:02,14/03/2022 21:54:05,"RT @gustavo_beats: Precisamos muito de voces, ignorem enquetes e foquem apenas no GShow. A gente consegue!!!! 

#FicaGustavo #ForaVyni",#foravyni
scooby indignado indicacao lucas consigo lembrar disso,15/03/2022 00:53:01,14/03/2022 21:54:05,RT @CentralReaIity: Scooby ta indignado com a indicacao do Lucas e eu so consigo lembrar disso #BBB22 https://t.co/BmJzuy7Zzt,
lucas motivacao prova resistencia arma linna chique chique amo,15/03/2022 00:53:01,14/03/2022 21:54:05,"lucas: a motivacao de cada um na prova de resistencia e a arma que a gente tem

linna: isso! isso e chique!! ISSO E CHIQUE

 eu amo eles!! #bbb22",
achando historia parecida ju,15/03/2022 00:53:01,14/03/2022 21:54:05,To achando a historia dele tao parecida com a da Ju... #BBB22 https://t.co/q6WKyxjQ2v,
,15/03/2022 00:53:00,14/03/2022 21:54:05,@Aguiarthur Eu sou #ForaGustavo,#foragustavo
lina falou juliette mal acontecer vencedora querida edicao passada arthur falou juliette comparou apenas respondeu lina,15/03/2022 00:52:59,14/03/2022 21:54:05,"A Lina falou da Juliette e nao tem mal isso acontecer, foi a vencedora muito querida da edicao passada.
Mas... O Arthur nao falou da Juliette e nem se comparou, apenas respondeu a Lina #bbb22 https://t.co/UJBuKDqVDP",
nada contra todos eliminados somente espaco fantastico demais deveria haver dif,15/03/2022 00:52:59,14/03/2022 21:54:05,RT @lizianetierrez: Nada contra a #JadePicon mas de todos eliminados somente ela ter espaco no fantastico e demais!!! Nao deveria haver dif...,
insuportavel paredoes dando graca comecam sabe vao terminar,15/03/2022 00:52:59,14/03/2022 21:54:05,RT @delucca: Esse #BBB22 ta tao insuportavel que nem os paredoes estao dando graca: eles nem comecam e a gente ja sabe como vao terminar.,
vyni pode chato forcado jamais vou torcer contra favor outro chato playboy bolsomi,15/03/2022 00:52:58,14/03/2022 21:54:05,"RT @mr_littlewhite: Vyni pode ser chato e forcado, mas jamais que eu vou torcer contra ele e a favor de outro chato e que e playboy bolsomi...",
proximo eleito manipulacao arthur tranforma lo vilao lucas lembro ea maira cardi auge separacao dizendo sofria abuso psicologico arthur sabia mente pessoas golpe cai,15/03/2022 00:52:58,14/03/2022 21:54:05,Agora o  proximo eleito da manipulacao do Arthur para tranforma-lo em vilao e o lucas...LEMBRO BEM EA MAIRA CARDI NO AUGE DA SEPARACAO DIZENDO Q SOFRIA DE ABUSO PSICOLOGICO E O ARTHUR SABIA FAZER ISSO MUITO BEM COM A MENTE DAS PESSOAS...O GOLPE TA AI CAI QUEM QUER #BBB22,
problema vyni vergonha alheia constrangimento sinto realmente pessoa boa coitado,15/03/2022 00:52:58,14/03/2022 21:54:05,RT @CentralReaIity: Meu problema com o Vyni e a vergonha alheia e constrangimento que eu sinto. Mas ele realmente e uma pessoa boa coitado...,
lucas discurso arthur entrega anjo alfinetar nesse momento pa defende arthur dizend,15/03/2022 00:52:57,14/03/2022 21:54:05,"RT @qgaguiarthur: Lucas disse que o discurso do Arthur de entrega do anjo foi pra alfinetar ele, nesse momento o PA defende o Arthur dizend...",
vendo lolla day meia estudante sabado 26 03 cadastrada 450 00 entrego maos rj envio cor,15/03/2022 00:52:57,14/03/2022 21:54:05,"RT @Malu_Fernandess: Vendo lolla day - meia estudante - sabado 26/03 (nao cadastrada)
por 450,00 cada. 
Entrego em maos RJ ou envio por cor...",
primeira risada sincera genuina vyni tirou,15/03/2022 00:52:57,14/03/2022 21:54:05,RT @paiva: primeira risada sincera e genuina que o vyni me tirou... #bbb22 https://t.co/epPcszGm9z,
cara alguns beneficios viny sair 1 povo dentro jura forte reprogramar rota 2 menino m,15/03/2022 00:52:57,14/03/2022 21:54:05,"RT @babi: Cara alguns beneficios do Viny sair: 

1) o povo la dentro que jura que ele e forte vai reprogramar a rota. 
2) esse menino nao m...",
tadeu realmente gosta vyni ri responde ignora ver passa heroi,15/03/2022 00:52:56,14/03/2022 21:54:05,RT @larissajmar: o Tadeu realmente nao gosta do vyni. ele nao ri nem responde. ignora pra ver se passa. nosso heroi #bbb22,
eslo arthur pode tudo fala fato aconteceu reproduz pessoa fala,15/03/2022 00:52:56,14/03/2022 21:54:05,RT @euucoments: Eslo: Arthur pode ser TUDO mais ele so fala aquilo que de fato aconteceu ele so reproduz o que a pessoa fala. #BBB22,
sera jade saiu barao claro fizemos outro paredao jessi coitado comecou alucinar tentar f,15/03/2022 00:52:56,14/03/2022 21:54:05,"RT @ZAMENZA: ""Sera que a Jade saiu mesmo?"" (Barao)
""Claro, ne, ja fizemos outro paredao."" (Jessi)

Coitado, comecou a alucinar pra tentar f...",
vyni pode chato forcado jamais vou torcer contra favor outro chato playboy bolsomi,15/03/2022 00:52:55,14/03/2022 21:54:05,"RT @mr_littlewhite: Vyni pode ser chato e forcado, mas jamais que eu vou torcer contra ele e a favor de outro chato e que e playboy bolsomi...",
natalia feliz ganhou carro valeu natalia sucesso game htt,15/03/2022 00:52:55,14/03/2022 21:54:05,"RT @cavalcant0021: Natalia: Ah gente nao to muito feliz nao, pq ele ja ganhou um carro.
Valeu Natalia, sucesso no Game.
#BBB22 #redebbb htt...",
fala artur ha nada lucas possa considerado alfinetada pa tambem ganhou 20,15/03/2022 00:52:55,14/03/2022 21:54:05,"RT @simonescoelho: Nessa fala de Artur nao ha NADA que Lucas possa ter considerado que foi uma ""alfinetada"". (Ate pq PA tambem ganhou os 20...",
mulher raciocinio incrivel sensata coerente necessaria viny gustavo scooby,15/03/2022 00:52:55,14/03/2022 21:54:05,"RT @EvandroLaCoste: Q mulher de raciocinio incrivel!
Sensata, coerente e necessaria... 

#bbb22 #ParedaoBBB | Viny | Gustavo | Scooby https...",
lollipop puto manda cara paredao volta carro,15/03/2022 00:52:54,14/03/2022 21:54:05,RT @tainahcm: Lollipop puto que mesmo quando manda o cara pro paredao ele volta com um carro #BBB22,
postura donos verdade pa scooby tambem arthur incomoda demais deixa bastante desconfortavel ninguem,15/03/2022 00:52:54,14/03/2022 21:54:05,RT @larissajmar: a postura donos da verdade de PA e scooby (tambem de Arthur) me incomoda demais. me deixa bastante desconfortavel. ninguem...,
scooby mandando lucas reclamar diretor programa participacao camarotes,15/03/2022 00:52:54,14/03/2022 21:54:05,"RT @monni_tuiteira: Scooby mandando o Lucas reclamar com DIRETOR DO PROGRAMA sobre a participacao dos camarotes 
#BBB22",
consigo ranco gustavo,15/03/2022 00:52:54,14/03/2022 21:54:05,Ainda nao consigo ter ranco do Gustavo  #BBB22,
jessi desenhando natalia dando pitaco algo entendeu,15/03/2022 00:52:54,14/03/2022 21:54:05,RT @euucoments: Jessi desenhando pra natalia que ela esta dando pitaco em algo que ela nem entendeu. #BBB22,
vd narra,15/03/2022 00:52:53,14/03/2022 21:54:05,"RT @PerdidosPorAqui: #bbb22
Como foi // Como VD narra https://t.co/veTgPGy1c5",
acredito jamais flopado rapido naiara ficado tempo nesse programa c,15/03/2022 00:52:53,14/03/2022 21:54:05,RT @itzschelsea: acredito que o bbb jamais teria flopado tao rapido se a naiara tivesse ficado mais tempo nesse programa porque ela era o c...,
,15/03/2022 00:52:53,14/03/2022 21:54:05,RT @choquei: Quem e #ForaScooby da RT aqui,#forascooby
mutirao feat iniciado comente emoji 20 votos encerra 20h voto eliminar,15/03/2022 00:52:53,14/03/2022 21:54:05,"RT @PedroScooby:  MUTIRAO feat. @Aguiarthur INICIADO 

 Comente um emoji a cada 20 votos.

 Encerra 20h. 
 
 O voto e para eliminar...",
32 anos mauricinho lucas 32 anos nunca trabalhou tendo 2 faculdade bancada pe,15/03/2022 00:52:53,14/03/2022 21:54:05,"RT @henriqxspfc: ""Tenho 32 anos, e acho que nao sou Mauricinho"" disse Lucas com 32 anos, nunca trabalhou, tendo suas 2 faculdade bancada pe...",
achando historia parecida ju,15/03/2022 00:52:52,14/03/2022 21:54:05,RT @CentralReaIity: Ele mesmo ta achando a historia dele muito parecida com a da Ju.... #BBB22,
